iter	RMSE
254	29.45152124
255	29.4498003
256	29.4481781
257	29.42634722
258	29.42491912
259	29.42294215
260	29.388012
261	29.34110434
262	29.27429045
263	29.23156712
264	29.18656967
265	29.18434734
266	29.11248666
267	29.0921661
268	29.03594903
269	28.98678908
270	28.93552297
271	28.89219364
272	28.81485969
273	28.81246612
274	28.770899
275	28.73123541
276	28.66417583
277	28.65703929
278	28.61106511
279	28.54827872
280	28.50682072
281	28.45683365
282	28.38152216
283	28.33449242
284	28.2822175
285	28.27898355
286	28.21866487
287	28.19340445
288	28.14057873
289	28.07488549
290	27.9789336
291	27.94280146
292	27.88648841
293	27.85036622
294	27.77624252
295	27.7310142
296	27.64553323
297	27.62365439
298	27.54867374
299	27.52639798
300	27.46344262
301	27.40819477
302	27.36309247
303	27.35927631
304	27.30208784
305	27.24997324
306	27.21479144
307	27.14142902
308	27.11835691
309	27.08588322
310	27.03583935
311	26.99592177
312	26.97765123
313	26.94403973
314	26.85548383
315	26.81892823
316	26.80744616
317	26.76824635
318	26.70679548
319	26.6750594
320	26.62922431
321	26.60647367
322	26.55527703
323	26.51382866
324	26.47477625
325	26.44995122
326	26.37331141
327	26.33272921
328	26.27939723
329	26.23514492
330	26.18861
331	26.18558384
332	26.1431614
333	26.12449544
334	26.11912704
335	26.11098894
336	26.0681485
337	26.02449092
338	26.00742622
339	25.97791662
340	25.94371059
341	25.87312572
342	25.81997643
343	25.79350337
344	25.76796612
345	25.71374575
346	25.65137249
347	25.59730951
348	25.53430323
349	25.52239163
350	25.47279371
351	25.41594212
352	25.38376935
353	25.3427235
354	25.28924216
355	25.22607336
356	25.18184294
357	25.163382
358	25.10687715
359	25.05074055
360	25.00313362
361	24.98205985
362	24.95984846
363	24.94284609
364	24.8809277
365	24.84177885
366	24.8232101
367	24.80699348
368	24.77090847
369	24.72663565
370	24.68428723
371	24.63515751
372	24.57867918
373	24.51921932
374	24.49527111
375	24.48661871
376	24.43903531
377	24.42832331
378	24.36482365
379	24.35355068
380	24.30710056
381	24.26020771
382	24.25047033
383	24.2196667
384	24.18343229
385	24.14159256
386	24.09218363
387	24.08017138
388	24.05217324
389	23.99934505
390	23.94936966
391	23.90968255
392	23.86879255
393	23.82413094
394	23.80999758
395	23.80432056
396	23.79037705
397	23.76718049
398	23.72246765
399	23.71127415
400	23.67049232
401	23.62919922
402	23.60574596
403	23.57495357
404	23.51976378
405	23.45932762
406	23.4161236
407	23.41250802
408	23.38828931
409	23.34407614
410	23.29565678
411	23.28202685
412	23.24876803
413	23.24587784
414	23.1969889
415	23.14784572
416	23.14386074
417	23.08793366
418	23.08078291
419	23.04819835
420	23.02938061
421	23.02843017
422	23.00514488
423	22.99431728
424	22.95301871
425	22.91791166
426	22.84810092
427	22.84571302
428	22.8115114
429	22.76692711
430	22.73856689
431	22.70205756
432	22.65674402
433	22.61058368
434	22.56744376
435	22.52539192
436	22.505228
437	22.48159522
438	22.4700561
439	22.43437876
440	22.40167047
441	22.39446872
442	22.35603385
443	22.33014255
444	22.29521281
445	22.2428079
446	22.22108653
447	22.19203124
448	22.17418504
449	22.17022093
450	22.15547761
451	22.11962729
452	22.07576551
453	22.04060492
454	21.99607951
455	21.96201014
456	21.91837156
457	21.91496955
458	21.91100789
459	21.86339961
460	21.84795864
461	21.84371715
462	21.80614143
463	21.7619546
464	21.7426443
465	21.73296326
466	21.72728078
467	21.71952125
468	21.71648052
469	21.68589694
470	21.64831342
471	21.61737897
472	21.61025361
473	21.59579966
474	21.59251561
475	21.54722229
476	21.5405965
477	21.52821196
478	21.48357323
479	21.43947941
480	21.3876844
481	21.37977622
482	21.33266381
483	21.31228424
484	21.29588688
485	21.27578528
486	21.24120864
487	21.22390682
488	21.1966993
489	21.15702294
490	21.10234121
491	21.05713546
492	21.01185597
493	20.98903176
494	20.94297076
495	20.89801318
496	20.88576772
497	20.84436128
498	20.81073687
499	20.78647173
500	20.77476105
501	20.74914879
502	20.70595323
503	20.66630024
504	20.62836061
505	20.58714455
506	20.57258716
507	20.52864228
508	20.50755202
509	20.47480675
510	20.43809734
511	20.42104243
512	20.41189796
513	20.39383147
514	20.38692458
515	20.35082312
516	20.3370013
517	20.32391401
518	20.29901305
519	20.2612542
520	20.25920851
521	20.23101451
522	20.21593048
523	20.18871576
524	20.16534474
525	20.13798593
526	20.11575616
527	20.09001849
528	20.08767531
529	20.08103208
530	20.04322175
531	20.00547621
532	19.97475932
533	19.94028421
534	19.89838151
535	19.86239113
536	19.8337474
537	19.79662793
538	19.78391154
539	19.77225428
540	19.73530146
541	19.69706266
542	19.69316396
543	19.67353523
544	19.64364898
545	19.61226557
546	19.58278831
547	19.54984822
548	19.54002322
549	19.50413527
550	19.45956963
551	19.43607575
552	19.40731684
553	19.39804952
554	19.39062724
555	19.34954867
556	19.33097929
557	19.32447385
558	19.31163822
559	19.30701591
560	19.27109499
561	19.2418194
562	19.18369519
563	19.14720678
564	19.10027744
565	19.05610794
566	19.0018081
567	18.98784612
568	18.95957269
569	18.93923621
570	18.91455137
571	18.8937777
572	18.89049679
573	18.86525985
574	18.86101498
575	18.82795191
576	18.79169536
577	18.76719584
578	18.73464542
579	18.70291896
580	18.67395912
581	18.64558359
582	18.62341737
583	18.58443487
584	18.55444319
585	18.52545141
586	18.50667089
587	18.47678011
588	18.44408777
589	18.41716123
590	18.40018373
591	18.37445406
592	18.36919091
593	18.33732237
594	18.32719256
595	18.32560269
596	18.28818022
597	18.26058411
598	18.23054493
599	18.21786303
600	18.18497036
601	18.18071272
602	18.14479973
603	18.13579948
604	18.1085452
605	18.08764118
606	18.05516144
607	18.04600399
608	18.02853326
609	18.02598823
610	18.00903
611	17.97678698
612	17.9597382
613	17.94054985
614	17.92139946
615	17.88367046
616	17.84762224
617	17.8249689
618	17.78660917
619	17.74129338
620	17.71909195
621	17.68761476
622	17.68581838
623	17.66187113
624	17.61908699
625	17.58696715
626	17.55660021
627	17.52351071
628	17.50197727
629	17.47380217
630	17.43930302
631	17.43832165
632	17.41148978
633	17.40338992
634	17.3816107
635	17.36109237
636	17.32183482
637	17.29491486
638	17.27263679
639	17.26318044
640	17.24119474
641	17.22667377
642	17.18706561
643	17.1787787
644	17.1732372
645	17.14956247
646	17.13698678
647	17.1350702
648	17.11829995
649	17.08080191
650	17.04804827
651	17.02434831
652	16.99839675
653	16.9732065
654	16.9470389
655	16.93045674
656	16.90294052
657	16.86521332
658	16.84649199
659	16.81576919
660	16.79782082
661	16.79514871
662	16.76569224
663	16.73463898
664	16.73261881
665	16.73172931
666	16.6942635
667	16.66358677
668	16.65023673
669	16.62809604
670	16.59273145
671	16.57426907
672	16.55295983
673	16.51683784
674	16.50096158
675	16.48013902
676	16.45601524
677	16.44668883
678	16.43121833
679	16.41555333
680	16.38375013
681	16.33827067
682	16.31790103
683	16.29070685
684	16.25422203
685	16.22225427
686	16.18034652
687	16.16603957
688	16.13865232
689	16.11675084
690	16.09175172
691	16.06583317
692	16.05879734
693	16.0180773
694	15.9932406
695	15.98646979
696	15.97191139
697	15.94737287
698	15.93397353
699	15.90110791
700	15.86641894
701	15.8486975
702	15.83374517
703	15.81242201
704	15.78876057
705	15.76958822
706	15.7482216
707	15.72928443
708	15.70940483
709	15.68968948
710	15.6551175
711	15.64202076
712	15.60795314
713	15.59651897
714	15.59324512
715	15.5667683
716	15.5515516
717	15.52724107
718	15.50225444
719	15.49607747
720	15.46425345
721	15.46056576
722	15.42388996
723	15.39018007
724	15.3752394
725	15.35895478
726	15.34134603
727	15.32551882
728	15.30213461
729	15.28208838
730	15.25670879
731	15.2379133
732	15.20736291
733	15.18911031
734	15.16197793
735	15.16046399
736	15.13931384
737	15.13427777
738	15.1112386
739	15.07743902
740	15.04381424
741	15.01916931
742	14.99661877
743	14.96958477
744	14.94319397
745	14.91306999
746	14.90231184
747	14.87128047
748	14.8523864
749	14.82651367
750	14.81833537
751	14.79257732
752	14.77528608
753	14.76465693
754	14.73407121
755	14.73356569
756	14.73141446
757	14.72565102
758	14.68762843
759	14.67034155
760	14.65879621
761	14.64403142
762	14.61537788
763	14.61419707
764	14.59902197
765	14.59308709
766	14.58644412
767	14.57450704
768	14.56456321
769	14.53575484
770	14.51291002
771	14.49611766
772	14.46595357
773	14.44567986
774	14.44145827
775	14.4184936
776	14.39976369
777	14.36004368
778	14.34021791
779	14.32214014
780	14.30498269
781	14.27684806
782	14.25539844
783	14.23558106
784	14.2319912
785	14.20987115
786	14.20523776
787	14.19482958
788	14.18652571
789	14.17229111
790	14.1540829
791	14.12992387
792	14.11469147
793	14.09213162
794	14.07088958
795	14.03886987
796	14.01535598
797	14.00072894
798	14.00044141
799	13.99308302
800	13.97606077
801	13.97511541
802	13.96123429
803	13.9362685
804	13.92255657
805	13.90280311
806	13.90078768
807	13.88206119
808	13.87115699
809	13.87022393
810	13.85966035
811	13.84713793
812	13.82448605
813	13.79765254
814	13.79668054
815	13.78900772
816	13.78571002
817	13.78344415
818	13.76986483
819	13.76528314
820	13.73828868
821	13.71382218
822	13.71253525
823	13.69902154
824	13.66227982
825	13.65042694
826	13.62648533
827	13.61034359
828	13.60515377
829	13.59422042
830	13.57580475
831	13.55787976
832	13.53265163
833	13.50826437
834	13.50414469
835	13.48386899
836	13.46890957
837	13.46824739
838	13.44519378
839	13.4268622
840	13.40647164
841	13.37836091
842	13.36930226
843	13.35811968
844	13.34708971
845	13.34335824
846	13.32819331
847	13.32514276
848	13.30123249
849	13.29299953
850	13.28430629
851	13.26939222
852	13.25198604
853	13.22883137
854	13.21706978
855	13.19891691
856	13.18031006
857	13.17638629
858	13.15352342
859	13.13573928
860	13.12914918
861	13.11482756
862	13.09419094
863	13.06658208
864	13.05597011
865	13.04962414
866	13.0170401
867	12.9981715
868	12.96486009
869	12.9468179
870	12.94145301
871	12.92504161
872	12.91540495
873	12.91526004
874	12.8825943
875	12.86408368
876	12.84793566
877	12.83357951
878	12.81760604
879	12.7909836
880	12.78559118
881	12.78407933
882	12.78161921
883	12.76432625
884	12.74633652
885	12.72539749
886	12.69994102
887	12.6938561
888	12.67536613
889	12.65677023
890	12.63633458
891	12.62086419
892	12.60795914
893	12.59542507
894	12.59432379
895	12.59414258
896	12.57636069
897	12.56082251
898	12.53849832
899	12.51745199
900	12.50610323
901	12.50340788
902	12.49937807
903	12.48998256
904	12.48812669
905	12.46900862
906	12.46390175
907	12.46293533
908	12.46162251
909	12.45322078
910	12.43706761
911	12.42012107
912	12.41470634
913	12.40864584
914	12.40843594
915	12.37832418
916	12.35904139
917	12.34577216
918	12.32441192
919	12.31302065
920	12.29356343
921	12.27218262
922	12.2642115
923	12.26407784
924	12.24253562
925	12.22839926
926	12.21941291
927	12.20275097
928	12.19357514
929	12.17509208
930	12.15054721
931	12.15030418
932	12.1263105
933	12.1096938
934	12.09782969
935	12.08023286
936	12.0800965
937	12.07997577
938	12.06336527
939	12.05050725
940	12.03631017
941	12.02506671
942	12.00725342
943	12.00705511
944	12.00535606
945	11.97413184
946	11.97370265
947	11.94308715
948	11.92715782
949	11.91234385
950	11.9013955
951	11.9012776
952	11.87486142
953	11.87419414
954	11.85480149
955	11.84584239
956	11.81751527
957	11.81736629
958	11.7977496
959	11.78431518
960	11.76581427
961	11.73840526
962	11.7188839
963	11.71749662
964	11.70534526
965	11.68968029
966	11.66817665
967	11.66802856
968	11.65939282
969	11.63679027
970	11.62300128
971	11.62252841
972	11.62014244
973	11.61434216
974	11.60779882
975	11.59016572
976	11.57148894
977	11.56348983
978	11.55369118
979	11.5529101
980	11.52886048
981	11.50611934
982	11.5060188
983	11.49397899
984	11.47911354
985	11.46005883
986	11.45736974
987	11.44046864
988	11.42730545
989	11.40920707
990	11.40874839
991	11.39968985
992	11.38708079
993	11.36686227
994	11.34966358
995	11.34870641
996	11.34689773
997	11.34214017
998	11.34098717
999	11.32894735
